"","order","family","genus","species.epithet","stem.length.m","VD.base.um","VD.tip.um","min.length.leaf","max.length.leaf","min.length.petiole","max.length.petiole","min.length.blade","max.length.blade","min.width.blade","max.width.blade","leaf.type","length.leaf.cm","width.leaf.cm","species","long.hoja","long.hoja.mean","long.lam.pet.mean"
"500","Proteales","Proteaceae","Persoonia","falcata",5,102.98,16.58,8,35,NA,NA,NA,NA,4,30,"simple",NA,NA,"Persoonia_falcata",30,21.5,NA
"501","Proteales","Proteaceae","Roupala","montana",5.63,89.07,15.11,NA,NA,3,5,5,12,4,10,"simple",NA,NA,"Roupala_montana",10,NA,12.5
"502","Proteales","Proteaceae","Stenocarpus","umbellifer",1.43,63.55,17.06,NA,NA,0.3,0.76,2.57,4.91,0.61,1.26,"simple",NA,NA,"Stenocarpus_umbellifer",1.26,NA,4.27
"503","Proteales","Proteaceae","Symphionema","montanum",0.56,16.71,12.12,1.66,4.08,NA,NA,NA,NA,0.67,3.07,"simple",NA,NA,"Symphionema_montanum",3.07,2.87,NA
"504","Proteales","Proteaceae","Telopea","truncata",2.09,33.46,15.44,3,14,NA,NA,NA,NA,0.5,2.2,"simple",NA,NA,"Telopea_truncata",2.2,8.5,NA
"505","Ranunculales","Berberidaceae","Berberis","aquifolium",3.76,25.16,11.66,NA,NA,1,6,5.1,8.7,2.4,4.5,"compound",NA,NA,"Berberis_aquifolium",4.5,NA,10.4
"506","Ranunculales","Berberidaceae","Berberis","darwinii",0.95,17.29,8.78,NA,NA,0.1,0.3,1.7,3,0.9,1.2,"simple",NA,NA,"Berberis_darwinii",1.2,NA,2.55
"507","Ranunculales","Berberidaceae","Berberis","empetrifolia",0.67,18.87,8.52,NA,NA,0.1,0.25,0.5,1.8,0.1,0.12,"simple",NA,NA,"Berberis_empetrifolia",0.12,NA,1.325
"508","Ranunculales","Berberidaceae","Berberis","microphylla",0.79,18.38,7.8,NA,NA,0.2,0.8,2,6,0.9,2.8,"simple",NA,NA,"Berberis_microphylla",2.8,NA,4.5
"509","Ranunculales","Berberidaceae","Berberis","serratodentata",0.82,17.2,8.68,NA,NA,0.6,0.7,2.3,9.3,1.1,2.4,"simple",NA,NA,"Berberis_serratodentata",2.4,NA,6.45
"510","Ranunculales","Berberidaceae","Nandina","domestica",0.62,13.75,9.11,30,50,0.97,2.01,NA,NA,2,10,"compound",NA,NA,"Nandina_domestica",10,40,NA
"511","Ranunculales","Menispermaceae","Hyperbaena","ilicifolia",3.48,88.24,20.54,NA,NA,NA,NA,NA,NA,NA,NA,"simple",9,5.5,"Hyperbaena_ilicifolia",NA,NA,NA
"512","Ranunculales","Menispermaceae","Stephania","japonica",6.23,105.08,31.23,NA,NA,3,12,5,12,5,12,"simple",NA,NA,"Stephania_japonica",12,NA,16
"513","Ranunculales","Papaveraceae","Bocconia","arborea",8.22,148.79,27.83,15,25,0.94,1.92,NA,NA,6,9,"simple",NA,NA,"Bocconia_arborea",9,20,NA
"514","Ranunculales","Ranunculaceae","Clematis","glycinoides",8.86,70.2,34.26,NA,NA,2,8,2.5,13,5,26,"compound",NA,NA,"Clematis_glycinoides",26,NA,12.75
"515","Ranunculales","Ranunculaceae","Clematis","vitalba",4.17,73.77,15.8,NA,NA,1.07,5.26,9,13.2,6,10,"compound",NA,NA,"Clematis_vitalba",10,NA,14.265
"516","Rosales","Moraceae","Ficus","insipida",21,218.76,44.32,10,25,3,8,NA,NA,4,10,"simple",NA,NA,"Ficus_insipida",10,17.5,NA
"517","Rosales","Moraceae","Pseudolmedia","glabrata",17,109.67,31.44,6,22,NA,NA,NA,NA,2,11,"simple",NA,NA,"Pseudolmedia_glabrata",11,14,NA
"518","Rosales","Rhamnaceae","Alphitonia","neocaledonica",5.37,76.43,12.14,NA,NA,1,3,NA,NA,NA,NA,"simple",9.94,4.17,"Alphitonia_neocaledonica",NA,NA,NA
"519","Rosales","Rhamnaceae","Ceanothus","cordulatus",2.08,19,8.86,NA,NA,0.2,0.8,1,3,0.6,1.8,"simple",NA,NA,"Ceanothus_cordulatus",1.8,NA,2.5
"520","Rosales","Rhamnaceae","Ceanothus","cuneatus",4.37,29.11,7.92,NA,NA,0.1,0.3,0.4,2.2,0.3,1.2,"simple",NA,NA,"Ceanothus_cuneatus",1.2,NA,1.5
"521","Rosales","Rhamnaceae","Ceanothus","leucodermis",1.42,24.9,10.92,NA,NA,0.3,0.7,0.5,3,0.3,1.5,"simple",NA,NA,"Ceanothus_leucodermis",1.5,NA,2.25
"522","Rosales","Rhamnaceae","Ceanothus","spinosus",7.08,32.27,10.45,NA,NA,0.4,0.7,1.1,3.5,0.8,2.9,"simple",NA,NA,"Ceanothus_spinosus",2.9,NA,2.85
"523","Rosales","Rhamnaceae","Colubrina","viridis",3.38,42.68,9.23,NA,NA,0.1,1.6,0.6,4.2,0.3,2,"simple",NA,NA,"Colubrina_viridis",2,NA,3.25
"524","Rosales","Rhamnaceae","Frangula","californica",2.06,30.89,10.51,NA,NA,0.3,1,NA,NA,NA,NA,"simple",5.72,2.77,"Frangula_californica",NA,NA,NA
"525","Rosales","Rhamnaceae","Ochetophila","nana",1.65,32.9,8.01,NA,NA,NA,NA,NA,NA,NA,NA,"simple",0.76,0.24,"Ochetophila_nana",NA,NA,NA
"526","Rosales","Rhamnaceae","Pomaderris","ledifolia",2.9,40.04,12.43,NA,NA,0.1,0.25,0.2,1,0.15,0.3,"simple",NA,NA,"Pomaderris_ledifolia",0.3,NA,0.775
"527","Rosales","Rhamnaceae","Rhamnus","alpina",2.49,30.17,11.28,NA,NA,1,1.5,2,13,1.5,6.5,"simple",NA,NA,"Rhamnus_alpina",6.5,NA,8.75
"528","Rosales","Rhamnaceae","Ziziphus","joazeiro",9.7,84.44,14.06,5,10,0,0.7,NA,NA,3,6,"simple",NA,NA,"Ziziphus_joazeiro",6,7.5,NA
"529","Rosales","Rhamnaceae","Ziziphus","parryi",3.41,51.75,14.77,NA,NA,0.1,0.3,NA,NA,NA,NA,"simple",1.94,0.85,"Ziziphus_parryi",NA,NA,NA
"530","Rosales","Rosaceae","Adenostoma","fasciculatum",2.34,19.74,8.45,0.3,1,NA,NA,NA,NA,0.06,0.1,"simple",NA,NA,"Adenostoma_fasciculatum",0.1,0.65,NA
"531","Rosales","Rosaceae","Amelanchier","ovalis",1.31,21.15,10.9,NA,NA,0.5,1.6,1.3,4.6,1,3,"simple",NA,NA,"Amelanchier_ovalis",3,NA,4
"532","Rosales","Rosaceae","Cercocarpus","montanus_var_glaber",2.62,29.22,10.31,NA,NA,0.19,0.9,1.2,5,0.8,3.5,"simple",NA,NA,"Cercocarpus_montanus_var_glaber",3.5,NA,3.645
"533","Rosales","Rosaceae","Crataegus","monogyna",5.1,28.65,8.91,NA,NA,0.1,3,1,3,0.8,3.2,"simple",NA,NA,"Crataegus_monogyna",3.2,NA,3.55
"535","Rosales","Rosaceae","Heteromeles","arbutifolia",5.36,28.22,11.47,NA,NA,1,2,NA,NA,NA,NA,"simple",10.01,3,"Heteromeles_arbutifolia",NA,NA,NA
"536","Rosales","Rosaceae","Holodiscus","dumosus",1.9,25.48,10.7,1,4,0,0.6,NA,NA,0.5,2,"simple",NA,NA,"Holodiscus_dumosus",2,2.5,NA
"537","Rosales","Rosaceae","Polylepis","besseri",5.3,54.08,12.82,1.8,7.9,1.31,1.95,NA,NA,1.4,4.9,"compound",NA,NA,"Polylepis_besseri",4.9,4.85,NA
"538","Rosales","Rosaceae","Polylepis","tarapacana",3.79,32.81,5.21,1.9,2.4,0.6,1.33,NA,NA,0.8,3.9,"compound",NA,NA,"Polylepis_tarapacana",3.9,2.15,NA
"539","Rosales","Rosaceae","Prunus","avium",8.9,47.65,12.67,NA,NA,2,4,7,14,4,8.5,"simple",NA,NA,"Prunus_avium",8.5,NA,13.5
"540","Rosales","Rosaceae","Prunus","fasciculata",1.97,21.41,10.27,0.5,2,NA,NA,NA,NA,0.1,0.2,"simple",NA,NA,"Prunus_fasciculata",0.2,1.25,NA
"541","Rosales","Rosaceae","Prunus","serotina",28.93,60.83,10.9,NA,NA,0.4,2.2,2.5,9,1.5,5,"simple",NA,NA,"Prunus_serotina",5,NA,7.05
"542","Rosales","Rosaceae","Rosa","californica",2.03,26.31,9.81,4,14,1.3,3.04,NA,NA,2,5.5,"compound",NA,NA,"Rosa_californica",5.5,9,NA
"543","Rosales","Rosaceae","Rosa","canina",1.92,31.06,14.23,6,11,1.51,2.78,NA,NA,2,5.1,"compound",NA,NA,"Rosa_canina",5.1,8.5,NA
"544","Rosales","Rosaceae","Rosa","glauca",1.98,28.77,18.16,6,10.5,NA,NA,NA,NA,6,13,"compound",NA,NA,"Rosa_glauca",13,8.25,NA
"545","Rosales","Rosaceae","Rosa","pendulina",0.5,23.48,10.78,5.08,15.24,2,5.3,3.4,11.5,4,7.3,"compound",NA,NA,"Rosa_pendulina",7.3,10.16,11.1
"546","Rosales","Rosaceae","Rubus","fruticosus",3.75,55.07,19.93,6.7,12.8,1.6,4.8,2.2,6.2,3.4,8.2,"compound",NA,NA,"Rubus_fruticosus",8.2,9.75,7.4
"547","Rosales","Rosaceae","Rubus","idaeus",0.7,35.23,13.77,7,12.6,3,6,5.7,10.6,8,18,"compound",NA,NA,"Rubus_idaeus",18,9.8,12.65
"548","Rosales","Rosaceae","Sorbus","aria",7.5,40.9,7.76,5.08,20.32,1.27,2.54,6.5,7.2,3.4,5.5,"simple",NA,NA,"Sorbus_aria",5.5,12.7,8.755
"549","Rosales","Rosaceae","Sorbus","aucuparia",4.1,32.57,11.98,12.7,22.86,2.3,2.6,9.7,12.6,5.08,12.7,"compound",NA,NA,"Sorbus_aucuparia",12.7,17.78,13.6
"550","Rosales","Rosaceae","Sorbus","chamaemespilus",4.07,39.49,10.68,3.175,9,0.2,0.6,NA,NA,1.5875,5,"simple",NA,NA,"Sorbus_chamaemespilus",5,6.0875,NA
"551","Rosales","Rosaceae","Spiraea","tomentosa",1.12,16.54,10.21,NA,NA,0.2,0.3,3,6,1,2.5,"simple",NA,NA,"Spiraea_tomentosa",2.5,NA,4.75
"552","Rosales","Ulmaceae","Celtis","iguanaea",22.26,138.22,28.19,3,13,0.5,1,NA,NA,1.5,6,"simple",NA,NA,"Celtis_iguanaea",6,8,NA
"553","Rosales","Ulmaceae","Ulmus","glabra",16.5,75.91,14.43,NA,NA,0.2,0.7,7,14,4.5,8,"simple",NA,NA,"Ulmus_glabra",8,NA,10.95
"554","Rosales","Ulmaceae","Ulmus","mexicana",27.5,95,17.36,4,16,0.4,1,NA,NA,2,7,"simple",NA,NA,"Ulmus_mexicana",7,10,NA
"555","Rosales","Urticaceae","Cecropia","obtusifolia",22.4,189.15,45.58,NA,NA,20,80,30,90,30,90,"simple",NA,NA,"Cecropia_obtusifolia",90,NA,110
"556","Rosales","Urticaceae","Dendrocnide","excelsa",22,198.72,44.81,15,40,5,15,NA,NA,7,20,"simple",NA,NA,"Dendrocnide_excelsa",20,27.5,NA
"557","Rosales","Urticaceae","Myriocarpa","longipes",7.42,83.94,41.79,22,78.2,4,18.5,NA,NA,9,27.2,"simple",NA,NA,"Myriocarpa_longipes",27.2,50.1,NA
"558","Rosales","Zygophyllaceae","Krameria","lappacea",0.6,26.89,12.47,0.6,1.5,NA,NA,0.6,1.5,0.2,0.6,"simple",NA,NA,"Krameria_lappacea",0.6,1.05,NA
"559","Sabiales","Sabiaceae","Meliosma","dentata",7.8,78.45,21.01,4,19,0.3,1.4,NA,NA,1.6,6.3,"simple",NA,NA,"Meliosma_dentata",6.3,11.5,NA
"560","Sabiales","Sabiaceae","Meliosma","occidentalis",26.67,121,37.58,6,26,1,3.5,NA,NA,2.5,10.5,"simple",NA,NA,"Meliosma_occidentalis",10.5,16,NA
"561","Santalales","Loranthaceae","Amyema","pendula",1.02,30.34,16.18,10,44,1,4,NA,NA,0.3,2,"simple",NA,NA,"Amyema_pendula",2,27,NA
"562","Santalales","Loranthaceae","Atkinsonia","ligustrina",1.57,50.67,15.71,2,5,0,0.2,NA,NA,0.6,1.4,"simple",NA,NA,"Atkinsonia_ligustrina",1.4,3.5,NA
"563","Santalales","Loranthaceae","Nuytsia","floribunda",7.53,87.54,16.17,2.5,10,NA,NA,NA,NA,0.3,0.6,"simple",NA,NA,"Nuytsia_floribunda",0.6,6.25,NA
"564","Santalales","Olacaceae","Ximenia","americana",5.09,56.58,14.26,3,11,0.5,0.7,NA,NA,2,4.5,"simple",NA,NA,"Ximenia_americana",4.5,7,NA
"565","Santalales","Opiliaceae","Agonandra","racemosa",2.74,53.19,29.9,NA,NA,0.4,0.9,4,7.5,1,4.5,"simple",NA,NA,"Agonandra_racemosa",4.5,NA,6.4
"567","Santalales","Santalaceae","Exocarpos","neocaledonicus",1.62,34.48,14.52,3.4,5,NA,NA,3.4,5,5.75,8.46,"simple",NA,NA,"Exocarpos_neocaledonicus",8.46,4.2,NA
"568","Santalales","Santalaceae","Myoschilos","oblongum",0.74,23.65,9.67,1,3,0.03,0.1,1,1.7,0.4,2,"simple",NA,NA,"Myoschilos_oblongum",2,2,1.415
"569","Santalales","Santalaceae","Phoradendron","villosum",0.68,26,13.82,NA,NA,NA,NA,13,45,9,22,"simple",NA,NA,"Phoradendron_villosum",22,NA,NA
"570","Sapindales","Anacardiaceae","Cyrtocarpa","edulis",5.18,83.45,15.84,6.8,9.9,1.3,3.3,4.1,7.7,2.8,5.5,"compound",NA,NA,"Cyrtocarpa_edulis",5.5,8.35,8.2
"571","Sapindales","Anacardiaceae","Lithraea","molleoides",5.44,52.99,12.18,NA,NA,1.5,3.5,NA,NA,6,14,"compound",NA,NA,"Lithraea_molleoides",14,NA,NA
"572","Sapindales","Anacardiaceae","Malosma","laurina",6.73,59.15,17.39,7,10,1,3,NA,NA,NA,NA,"simple",NA,NA,"Malosma_laurina",NA,8.5,NA
"573","Sapindales","Anacardiaceae","Myracrodruon","urundeuva",8.93,93.93,13.45,10,30,2,6,8,24,8.4,16.8,"compound",NA,NA,"Myracrodruon_urundeuva",16.8,20,20
"574","Sapindales","Anacardiaceae","Rhus","ovata",1.96,43.27,12.04,5.08,7.62,0.84668,1.69336,NA,NA,NA,NA,"simple",NA,NA,"Rhus_ovata",NA,6.35,NA
"575","Sapindales","Anacardiaceae","Schinopsis","brasiliensis",12.07,86.22,14.75,5,15,1,3,2,14,2,4,"compound",NA,NA,"Schinopsis_brasiliensis",4,10,10
"576","Sapindales","Anacardiaceae","Spondias","tuberosa",6.87,112.11,20.06,6,17,1.7,5,NA,NA,4,13.8,"compound",NA,NA,"Spondias_tuberosa",13.8,11.5,NA
"577","Sapindales","Burseraceae","Bursera","cerasifolia",5.22,75.81,13.52,4,6,NA,NA,NA,NA,1,2,"simple",NA,NA,"Bursera_cerasifolia",2,5,NA
"578","Sapindales","Burseraceae","Bursera","fagaroides",2.9,77.76,12.73,NA,NA,0.5,2,0.8,3,1,4,"compound",NA,NA,"Bursera_fagaroides",4,NA,3.15
"579","Sapindales","Burseraceae","Bursera","filicifolia",5.22,83.98,17.52,2,4,NA,NA,NA,NA,1,2,"compound",NA,NA,"Bursera_filicifolia",2,3,NA
"580","Sapindales","Burseraceae","Bursera","microphylla",4.6,82.72,11.44,0.9,2.5,0.2,0.6,0.2,0.4,0.3,0.8,"compound",NA,NA,"Bursera_microphylla",0.8,1.7,0.7
"581","Sapindales","Burseraceae","Commiphora","leptophloeos ",6.13,105.91,19.93,2.9,8.2,1.4,7.5,3.3,6,2,3.2,"compound",NA,NA,"Commiphora_leptophloeos ",3.2,5.55,9.1
"582","Sapindales","Rutaceae","Boronia","pinnata",1.64,21.88,11.84,1.7,7.5,0.6,1.4,0.5,2.5,1,5,"compound",NA,NA,"Boronia_pinnata",5,4.6,2.5
"583","Sapindales","Rutaceae","Brombya","platynema",8.49,60.66,19.87,NA,NA,NA,NA,8,21,4,8.2,"simple",NA,NA,"Brombya_platynema",8.2,NA,NA
"584","Sapindales","Rutaceae","Zanthoxylum","caribaeum",14.11,109.15,24.55,15,27,NA,NA,NA,NA,8,25,"compound",NA,NA,"Zanthoxylum_caribaeum",25,21,NA
"585","Sapindales","Rutaceae","Zanthoxylum","rhoifolium",4.32,47.06,22.98,7.5,46,NA,NA,NA,NA,4,19,"compound",NA,NA,"Zanthoxylum_rhoifolium",19,26.75,NA
"586","Sapindales","Sapindaceae","Acer","campestre",10,41.89,11.75,NA,NA,1.625,4.877,3.397,7.281,3.949,8.42,"simple",NA,NA,"Acer_campestre",8.42,NA,8.59
"587","Sapindales","Sapindaceae","Acer","pensylvanicum",2.62,35.54,12.62,NA,NA,2.67,5.91,6.76,14,4.14,12.32,"simple",NA,NA,"Acer_pensylvanicum",12.32,NA,14.67
"588","Sapindales","Sapindaceae","Acer","pseudoplatanus",5.03,56.68,19.21,NA,NA,3.369,7.478,6.76,9.473,6.795,12.33,"simple",NA,NA,"Acer_pseudoplatanus",12.33,NA,13.54
"589","Sapindales","Sapindaceae","Acer","rubrum",20.38,53.35,12.11,NA,NA,6.84,10.75,1.9,6.3,6.1,12.83,"simple",NA,NA,"Acer_rubrum",12.83,NA,12.895
"590","Sapindales","Sapindaceae","Cardiospermum","grandiflorum",17.07,121.69,29.27,NA,NA,1.7,7.1,5.53,11.6,6.24,13.5,"compound",NA,NA,"Cardiospermum_grandiflorum",13.5,NA,12.965
"591","Sapindales","Sapindaceae","Cardiospermum","halicababum",12.48,51.56,16.93,NA,NA,0.4,6,5,10,5,12,"compound",NA,NA,"Cardiospermum_halicababum",12,NA,10.7
"592","Sapindales","Sapindaceae","Distichostemon","hispidulus",0.2,23.33,15.26,NA,NA,0.2,1.4,1.5,9,0.8,3.4,"simple",NA,NA,"Distichostemon_hispidulus",3.4,NA,6.05
"593","Sapindales","Sapindaceae","Paullinia","sessiliflora",13.61,82.53,23.9,NA,NA,3.04,8.9,9.05,16.6,8.7,23.5,"compound",NA,NA,"Paullinia_sessiliflora",23.5,NA,18.795
"594","Sapindales","Sapindaceae","Thouinidium","decandrum",16.05,84.62,22.42,NA,NA,2.3,3.7,10.1,22.5,11.15,17.7,"compound",NA,NA,"Thouinidium_decandrum",17.7,NA,19.3
"595","Sapindales","Simaroubaceae","Castela","peninsularis",1.72,42.81,9.43,NA,NA,0.1,0.4,1.27,1.54,0.8,1.4,"simple",NA,NA,"Castela_peninsularis",1.4,NA,1.655
"596","Saxifragales","Altingiaceae","Liquidambar","styraciflua",23.83,56.86,20.94,NA,NA,0.6,1,7,19,4.4,16,"simple",NA,NA,"Liquidambar_styraciflua",16,NA,13.8
"597","Saxifragales","Aphanopetalaceae","Aphanopetalum","resinosum",1.77,32.17,12.24,4,8,0.2,0.5,NA,NA,1.5,3,"simple",NA,NA,"Aphanopetalum_resinosum",3,6,NA
"598","Saxifragales","Grossulariaceae","Ribes","cucullatum",0.84,24.6,9.56,2,3.7,0.4,1.4,1,1.8,1,1.8,"simple",NA,NA,"Ribes_cucullatum",1.8,2.85,2.3
"599","Saxifragales","Grossulariaceae","Ribes","magellanicum",1.5,28.13,12.03,2,6,0.7,1.1,1.4,2.1,1.9,2.8,"simple",NA,NA,"Ribes_magellanicum",2.8,4,2.65
"600","Saxifragales","Haloragaceae","Gonocarpus","teucrioides",0.79,14.66,7.97,0.5,1.5,0.1,0.2,0.7,1.5,0.5,1,"simple",NA,NA,"Gonocarpus_teucrioides",1,1,1.25
"601","Saxifragales","Hamamelidaceae","Hamamelis","virginiana",6.72,31.79,11.39,9.7,31.7,6,15,3.7,16.7,2.5,13,"simple",NA,NA,"Hamamelis_virginiana",13,20.7,20.7
"602","Saxifragales","Hamamelidaceae","Noahdendron","nicholasii",13.06,47.59,24.36,NA,NA,0.8,1.5,NA,30,NA,NA,"simple",NA,10,"Noahdendron_nicholasii",NA,NA,NA
"603","Saxifragales","Tetracarpaeaceae","Tetracarpaea","tasmannica",0.48,14.1,6.88,0.9,3.2,0,0.2,NA,NA,0.4,1.2,"simple",NA,NA,"Tetracarpaea_tasmannica",1.2,2.05,NA
"604","Solanales","Convolvulaceae","Convolvulus","nodiflorus",1,38.47,19.43,3,9,NA,NA,NA,NA,2,5,"simple",NA,NA,"Convolvulus_nodiflorus",5,6,NA
"605","Solanales","Convolvulaceae","Decalobanthus","peltatus",55,303.71,37.2,10.5,49,3,24,7.5,25,7,20,"simple",29.75,13.5,"Decalobanthus_peltatus",20,29.75,29.75
"606","Solanales","Convolvulaceae","Ipomoea","bracteata",10.1,156.47,27.92,NA,NA,0,4,1.5,9.5,1.2,7,"simple",NA,NA,"Ipomoea_bracteata",7,NA,7.5
"607","Solanales","Convolvulaceae","Ipomoea","indica",7.25,163.88,35.81,4.5,23,1.5,6,3,17,3,16,"simple",13.75,9.5,"Ipomoea_indica",16,13.75,13.75
"608","Solanales","Convolvulaceae","Ipomoea","pes_caprae",11.64,142.21,15.43,5,27,2,17,3,10,3,10.5,"simple",16,6.75,"Ipomoea_pes_caprae",10.5,16,16
"609","Solanales","Convolvulaceae","Ipomoea","wolcottiana",14.2,144.2,48.52,3.2,11.5,1.7,7.16,NA,NA,2.2,7,"simple",NA,NA,"Ipomoea_wolcottiana",7,7.35,NA
"610","Solanales","Solanaceae","Athenaea","pogogena",1.58,35.29,13.12,NA,NA,1.61,4.23,NA,NA,NA,NA,"simple",11.86,4.29,"Athenaea_pogogena",NA,NA,NA
"611","Solanales","Solanaceae","Solanum","hindsianum",1.89,28.27,12.4,2,9,0,2.5,2,6.5,0.5,4.5,"simple",5.5,2.5,"Solanum_hindsianum",4.5,5.5,5.5
"612","Vitales","Vitaceae","Cissus","gossypiifolia",38.7,234,54.45,6.5,23,1.5,9.5,5,13.5,2.5,13,"simple",14.75,7.75,"Cissus_gossypiifolia",13,14.75,14.75
"613","Vitales","Vitaceae","Cissus","hypoglauca",18.77,154.56,32.26,NA,NA,1.6,4,3.5,14,7,28,"compound",NA,NA,"Cissus_hypoglauca",28,NA,11.55
"614","Vitales","Vitaceae","Cissus","verticillata",23.87,253.03,45.27,3.5,21.5,1,6.5,2.5,15,1.7,12.5,"simple",12.5,7.1,"Cissus_verticillata",12.5,12.5,12.5
"615","Vitales","Vitaceae","Leea","indica",1.68,48.04,32.15,14,30,2.91,14.1,NA,NA,16,74,"compound",NA,NA,"Leea_indica",74,22,NA
"616","Zingiberales","Costaceae","Costus","scaber",1.13,75.92,43.09,10,32,NA,NA,10,32,3,11,"simple",21,7,"Costus_scaber",11,21,NA
"617","Zingiberales","Strelitziaceae","Strelitzia","nicolai",5.06,112.73,62.91,NA,304.8,NA,182.88,91.44,121.92,45.72,60.96,"simple",NA,53.34,"Strelitzia_nicolai",60.96,NA,NA
"618","Zygophyllales","Zygophyllaceae","Guaiacum","coulteri",7.4,49.99,16.39,2.1,6.7,0.1,0.5,2,6.2,2.2,4.6,"compound",4.4,3.4,"Guaiacum_coulteri",4.6,4.4,4.4
"619","Zygophyllales","Zygophyllaceae","Guaiacum","unijugum",2.09,50.62,17.05,0.6,1.5,0.3,0.5,0.3,1,0.6,1.3,"compound",1.05,0.95,"Guaiacum_unijugum",1.3,1.05,1.05
"620","Zygophyllales","Zygophyllaceae","Larrea","tridentata",3.38,39.63,17.67,0.1,1.05,0,0.2,0.1,0.85,0.4,1.8,"compound",0.57,1.1,"Larrea_tridentata",1.8,0.575,0.575
"621","Zygophyllales","Zygophyllaceae","Tribulus","terrestris",1.5,48.14,20.75,1.5,5,NA,NA,1.5,5,1,1,"compound",3.25,1,"Tribulus_terrestris",1,3.25,NA
