,order,family,genus,species.epithet,stem.length.m,VD.base.um,VD.tip.um,min.length.leaf,max.length.leaf,min.length.petiole,max.length.petiole,min.length.blade,max.length.blade,leaf.type,length.leaf.cm,species,long.hoja,long.hoja.mean,long.lam.pet.mean,Nota
136,Dipsacales,Caprifoliaceae,Symphoricarpos,rotundifolius,0.49,20.75,11.71,1.2,2.2,NA,NA,NA,NA,simple,NA,Symphoricarpos_rotundifolius,NA,1.7,NA,
137,Dipsacales,Cornaceae,Cornus,alternifolia,4.57,46.67,12.98,5.08,12.7,NA,NA,NA,NA,simple,NA,Cornus_alternifolia,NA,8.89,NA,
138,Ericales,Actinidiaceae,Actinidia,deliciosa,11.6,196.43,39.64,14.48,14.86,NA,NA,NA,NA,simple,NA,Actinidia_deliciosa,NA,14.67,NA,
139,Ericales,Actinidiaceae,Saurauia,scabrida,8.07,108.47,38.51,10,30,NA,NA,NA,NA,simple,NA,Saurauia_scabrida,NA,20,NA,
140,Ericales,Clethraceae,Clethra,alnifolia,2.78,36.35,12.32,NA,NA,2.5,3.5,5,9,simple,NA,Clethra_alnifolia,NA,NA,10,
141,Ericales,Ebenaceae,Diospyros,intricata,2.22,33.81,8.36,0.7,1,NA,NA,NA,NA,simple,NA,Diospyros_intricata,NA,0.85,NA,
142,Ericales,Ericaceae,Arctostaphylos,glandulosa,2.14,22.79,9.58,NA,NA,0.5,1,2,4.5,simple,NA,Arctostaphylos_glandulosa,NA,NA,4,
143,Ericales,Ericaceae,Arctostaphylos,patula,1.38,22.28,9.42,NA,NA,0.7,1.5,2.5,6,simple,NA,Arctostaphylos_patula,NA,NA,5.35,
144,Ericales,Ericaceae,Arctostaphylos,peninsularis,1.47,25.7,9.62,2,3.2,NA,NA,NA,NA,simple,NA,Arctostaphylos_peninsularis,NA,2.6,NA,
145,Ericales,Ericaceae,Arctostaphylos,pringlei,1.72,21.36,9.36,3.5,4.6,NA,NA,NA,NA,simple,NA,Arctostaphylos_pringlei,NA,4.05,NA,
146,Ericales,Ericaceae,Arctostaphylos,uva_ursi,1.05,24.5,9.04,1.27,3.175,NA,NA,NA,NA,simple,NA,Arctostaphylos_uva_ursi,NA,2.2225,NA,
147,Ericales,Ericaceae,Calluna,vulgaris,0.69,21.42,12.43,0.127,0.35,NA,NA,NA,NA,simple,NA,Calluna_vulgaris,NA,0.2385,NA,
148,Ericales,Ericaceae,Cyathodes,straminea,0.53,25.19,9.87,0.6,1.1,NA,NA,NA,NA,simple,NA,Cyathodes_straminea,NA,0.85,NA,
149,Ericales,Ericaceae,Daboecia,cantabrica,0.7,16.9,8.85,0.635,1.5875,NA,NA,NA,NA,simple,NA,Daboecia_cantabrica,NA,1.11125,NA,
150,Ericales,Ericaceae,Disterigma,alaternoides,0.74,21.97,10.84,0.9,3.1,NA,NA,NA,NA,simple,NA,Disterigma_alaternoides,NA,2,NA,
151,Ericales,Ericaceae,Dracophyllum,ramosum,3.35,65.76,9.4,4.2,9,NA,NA,NA,NA,simple,NA,Dracophyllum_ramosum,NA,6.6,NA,
152,Ericales,Ericaceae,Dracophyllum,verticillatum,3.33,31.98,37.11,34.1,37.7,NA,NA,NA,NA,simple,NA,Dracophyllum_verticillatum,NA,35.9,NA,
153,Ericales,Ericaceae,Erica,cinerea,1,19.19,9.9,NA,NA,0.01,0.03,0.25,0.5,simple,NA,Erica_cinerea,NA,NA,0.395,
154,Ericales,Ericaceae,Erica,vagans,0.95,25.13,14.23,NA,NA,0.05,0.1,0.45,0.6,simple,NA,Erica_vagans,NA,NA,0.6,
155,Ericales,Ericaceae,Gaultheria,aff_glomerata,0.58,18.29,10.82,2,5.5,2.5,4,NA,NA,simple,NA,Gaultheria_aff_glomerata,NA,3.75,NA,
156,Ericales,Ericaceae,Gaultheria,foliolosa,2.93,34.82,11.12,0.6,1,NA,NA,NA,NA,simple,NA,Gaultheria_foliolosa,NA,0.8,NA,
157,Ericales,Ericaceae,Gaultheria,hispida,0.77,25.14,12.91,2.54,5.715,NA,NA,NA,NA,simple,NA,Gaultheria_hispida,NA,4.1275,NA,
158,Ericales,Ericaceae,Gaultheria,mucronata,0.69,25.46,9.87,1,1.8,NA,NA,NA,NA,simple,NA,Gaultheria_mucronata,NA,1.4,NA,
159,Ericales,Ericaceae,Gaultheria,reticulata,1.18,21.77,9.47,2.2,5.2,NA,NA,NA,NA,simple,NA,Gaultheria_reticulata,NA,3.7,NA,
160,Ericales,Ericaceae,Kalmia,latifolia,2.82,30.14,11.85,5.08,12.7,NA,NA,NA,NA,simple,NA,Kalmia_latifolia,NA,8.89,NA,
161,Ericales,Ericaceae,Leptecophylla,juniperina,0.58,21.55,6.49,0.42,1.8,NA,NA,NA,NA,simple,NA,Leptecophylla_juniperina,NA,1.11,NA,
162,Ericales,Ericaceae,Lyonia,ligustrina,2.3,26.79,12.26,2.3,5,NA,NA,NA,NA,simple,NA,Lyonia_ligustrina,NA,3.65,NA,
163,Ericales,Ericaceae,Rhododendron,ferrugineum,0.66,17.27,10.44,2.1,4.1,NA,NA,NA,NA,simple,NA,Rhododendron_ferrugineum,NA,3.1,NA,
164,Ericales,Ericaceae,Richea,pandanifolia,2.07,30.89,5.83,91.9,93.5,NA,NA,NA,NA,simple,NA,Richea_pandanifolia,NA,92.7,NA,
165,Ericales,Ericaceae,Richea,scoparia,1.2,22.54,8.19,1.905,5.08,NA,NA,NA,NA,simple,NA,Richea_scoparia,NA,3.4925,NA,
166,Ericales,Ericaceae,Richea,sprengelioides,0.62,17.82,8.53,0.7,1.6,NA,NA,NA,NA,simple,NA,Richea_sprengelioides,NA,1.15,NA,
167,Ericales,Ericaceae,Styphelia,cymbulae,5.42,54,11.76,1.9,8.3,NA,NA,NA,NA,simple,NA,Styphelia_cymbulae,NA,5.1,NA,
168,Ericales,Ericaceae,Trochocarpa,cunninghamii,0.77,24.85,6.37,1.1,1.4,NA,NA,1.1,1.4,simple,NA,Trochocarpa_cunninghamii,NA,1.25,NA,
169,Ericales,Ericaceae,Trochocarpa,laurina,4.69,35.69,9.78,4.1,8.3,NA,NA,NA,NA,simple,NA,Trochocarpa_laurina,NA,6.2,NA,
170,Ericales,Ericaceae,Vaccinium,corymbosum,2.77,31.64,9.89,2.54,8.89,NA,NA,NA,NA,simple,NA,Vaccinium_corymbosum,NA,5.715,NA,
171,Ericales,Ericaceae,Vaccinium,myrtillus,0.65,18.52,9.56,1,3,0,0.1,NA,NA,simple,NA,Vaccinium_myrtillus,NA,2,NA,
172,Ericales,Fouquieriaceae,Fouquieria,diguetii,4.94,73.94,13.28,NA,NA,NA,NA,NA,2.07,simple,2.07,Fouquieria_diguetii,2.07,NA,NA,Lámina mide 2.07
173,Ericales,Primulaceae,Bonellia,macrocarpa_subsp_pungens,9.3,65.2,8.84,3.5,9.5,0.1,0.3,NA,NA,simple,NA,Bonellia_macrocarpa_subsp_pungens,NA,6.5,NA,
174,Ericales,Primulaceae,Myrsine,guianensis,3.31,66.2,17.8,4.8,8.8,NA,NA,NA,NA,simple,NA,Myrsine_guianensis,NA,6.8,NA,
175,Ericales,Sapotaceae,Pouteria,campechiana,21.92,97.91,14.66,7.1,33.3,0.6,3.3,6.5,30,simple,NA,Pouteria_campechiana,NA,20.2,20.2,
176,Ericales,Sapotaceae,Sideroxylon,obtusifolium,8.72,58.42,10.13,3.5,6.3,NA,NA,NA,NA,simple,NA,Sideroxylon_obtusifolium,NA,4.9,NA,
177,Ericales,Styracaceae,Styrax,argenteus,19,99.45,33.13,7.5,20.5,1,2.5,6.5,18,simple,NA,Styrax_argenteus,NA,14,14,
178,Ericales,Symplocaceae,Symplocos,celastrifolia,7.27,68.07,17.03,0.5,NA,NA,0.5,NA,NA,simple,8.9,Symplocos_celastrifolia,8.9,NA,NA,
179,Ericales,Symplocaceae,Symplocos,cf_reflexa,0.74,47.82,24.03,5.1,7.1,0.27,0.38,4.8,6.7,simple,NA,Symplocos_cf_reflexa,NA,6.1,6.075,
180,Escalloniales,Escalloniaceae,Anopterus,glandulosus,3.98,35.37,18.02,7.9,22,0.52,2.1,7.4,19.9,simple,NA,Anopterus_glandulosus,NA,14.95,14.96,
181,Escalloniales,Escalloniaceae,Escallonia,rubra,0.93,22.79,8.72,1.8,4.5,0.14,0.46,1.7,4,simple,NA,Escallonia_rubra,NA,3.15,3.15,
182,Escalloniales,Escalloniaceae,Escallonia,virgata,2.15,27.24,6.99,0.6,1.7,NA,NA,NA,NA,simple,NA,Escallonia_virgata,NA,1.15,NA,
183,Escalloniales,Escalloniaceae,Polyosma,rhytophloia,7.99,61.09,20.09,9.9,16.1,0.9,2.1,9,14,simple,NA,Polyosma_rhytophloia,NA,13,13,
184,Fabales,Fabaceae,Acacia,binervia,8.93,89.8,19.53,6,15,NA,NA,NA,NA,compound,NA,Acacia_binervia,NA,10.5,NA,
185,Fabales,Fabaceae,Acacia,farnesiana,5.05,66.95,8.18,1.8,5.7,0.3,0.9,1.5,4.8,compound,NA,Acacia_farnesiana,NA,3.75,3.75,
186,Fabales,Fabaceae,Acacia,grasbyi,4.09,44.86,14.06,3,10,NA,NA,NA,NA,compound,NA,Acacia_grasbyi,NA,6.5,NA,
187,Fabales,Fabaceae,Acacia,greggii,2.63,52.07,15.05,2.5,7.6,0.3,0.7,NA,NA,compound,NA,Acacia_greggii,NA,5.05,NA,
188,Fabales,Fabaceae,Acacia,latescens,6.8,82.83,22.32,8,26,NA,NA,NA,NA,compound,NA,Acacia_latescens,NA,17,NA,
189,Fabales,Fabaceae,Acacia,spirorbis,6.07,81.55,15.12,9,17,NA,NA,NA,NA,compound,NA,Acacia_spirorbis,NA,13,NA,
190,Fabales,Fabaceae,Amburana,cearensis,6.67,74.83,16.67,8,25,2,3,6,22,compound,NA,Amburana_cearensis,NA,16.5,16.5,
191,Fabales,Fabaceae,Anadenanthera,colubrina,7.55,60.5,13.19,10,26,1.1,3.5,5.9,22.5,compound,NA,Anadenanthera_colubrina,NA,18,16.5,
192,Fabales,Fabaceae,Arthroclianthus,grandifolius,6.15,73.07,15.98,13.7,17.6,1.7,2.6,12,15,compound,NA,Arthroclianthus_grandifolius,NA,15.65,15.65,
193,Fabales,Fabaceae,Astragalus,circumdatus,0.13,11.75,5.92,2.7,5.6,1.1,1.8,1.6,3.8,compound,NA,Astragalus_circumdatus,NA,4.15,4.15,
194,Fabales,Fabaceae,Bauhinia,cheilantha,4.96,34.55,12.18,3.4,12.7,0.65,2.4,2.8,10.3,simple,NA,Bauhinia_cheilantha,NA,8.05,8.075,
195,Fabales,Fabaceae,Bauhinia,rufa,4.22,55.53,10.74,6.3,15.1,0.8,2.4,5.5,12.7,simple,NA,Bauhinia_rufa,NA,10.7,10.7,
196,Fabales,Fabaceae,Caesalpinia,gardneriana,6.23,49.1,14.26,7.6,14.3,1.7,2.7,5.9,11.6,compound,NA,Caesalpinia_gardneriana,NA,10.95,10.95,
197,Fabales,Fabaceae,Cercidium,peninsulare,7.74,60.37,10.41,1.2,2.9,0.25,0.8,1.4,2.1,compound,NA,Cercidium_peninsulare,NA,2.05,2.275,
198,Fabales,Fabaceae,Chamaecrista,zygophylloides,2.87,33.71,10.62,2,6.5,1.7,3.8,NA,NA,compound,NA,Chamaecrista_zygophylloides,NA,4.25,NA,
199,Fabales,Fabaceae,Chloroleucon,foliolosum,5.68,59.97,14.56,4.7,10.2,0.5,2.2,4.2,8,compound,NA,Chloroleucon_foliolosum,NA,7.45,7.45,
200,Fabales,Fabaceae,Cynometra,oaxacana,9.71,74.35,24.67,3.9,6.4,0.4,0.4,3.5,6,simple,NA,Cynometra_oaxacana,NA,5.15,5.15,
201,Fabales,Fabaceae,Cytisus,scoparius,3.17,43.27,10.91,0.7,1.8,0.2,0.8,0.5,1,compound,NA,Cytisus_scoparius,NA,1.25,1.25,
202,Fabales,Fabaceae,Dussia,mexicana,30,232.91,52.56,33.1,64.4,9.1,20.5,24,43.9,compound,NA,Dussia_mexicana,NA,48.75,48.75,
203,Fabales,Fabaceae,Ebenopsis,confinis,0.7,39.72,11.51,2.1,3.5,0.5,1.3,1.6,2.2,compound,NA,Ebenopsis_confinis,NA,2.8,2.8,
204,Fabales,Fabaceae,Entada,phaseoloides,55,250.26,46.64,10.5,20.4,2,7.4,8.5,13,compound,NA,Entada_phaseoloides,NA,15.45,15.45,
205,Fabales,Fabaceae,Entada,polystachya,22.43,271.96,51,16.1,30.8,4,8,NA,NA,compound,31.5,Entada_polystachya,31.5,23.45,NA,Emman revisa
206,Fabales,Fabaceae,Erythrina,flabelliformis,3.79,104.17,19.78,11.5,19.6,5,8.7,6.5,10.9,compound,NA,Erythrina_flabelliformis,NA,15.55,15.55,
207,Fabales,Fabaceae,Erythrina,lanata,4.96,119.02,26.13,13.5,23.5,6.3,9.6,7.2,13.9,compound,NA,Erythrina_lanata,NA,18.5,18.5,
208,Fabales,Fabaceae,Gompholobium,latifolium,2.59,47.67,32.27,0.85,1.76,0.15,0.26,0.7,1.5,compound,NA,Gompholobium_latifolium,NA,1.305,1.305,
209,Fabales,Fabaceae,Libidibia,ferrea,7.57,65.64,17.94,10.6,15.1,1.4,4.1,9.2,11,compound,NA,Libidibia_ferrea,NA,12.85,12.85,
210,Fabales,Fabaceae,Lupinus,excubitus,0.09,23,10.62,3.2,15.9,4,15,NA,NA,compound,11.15,Lupinus_excubitus,11.15,9.55,NA,Emman revisa
211,Fabales,Fabaceae,Lysiloma,candida,6.96,65.37,13.62,3,7,NA,NA,NA,NA,compound,NA,Lysiloma_candida,NA,5,NA,
212,Fabales,Fabaceae,Machaerium,cobanense,22,232.67,28.42,7.8,18.6,0.9,3.2,6.9,15.4,compound,NA,Machaerium_cobanense,NA,13.2,13.2,
213,Fabales,Fabaceae,Machaerium,floribundum,21.35,96.14,24.58,20.2,41.3,4.2,10.7,16.1,30.6,compound,NA,Machaerium_floribundum,NA,30.75,30.8,
214,Fabales,Fabaceae,Mimosa,ophthalmocentra,5.7,55.92,16.33,1.94,3.3,0.24,0.5,1.7,2.8,compound,NA,Mimosa_ophthalmocentra,NA,2.62,2.62,
215,Fabales,Fabaceae,Mimosa,tenuiflora,4.6,55.62,14.43,4,8.5,1,2.2,3,6.3,compound,NA,Mimosa_tenuiflora,NA,6.25,6.25,
216,Fabales,Fabaceae,Ottleya,rigida,0.54,21.08,13.11,1.3,2.4,0.1,0.3,1.2,2.1,compound,NA,Ottleya_rigida,NA,1.85,1.85,
217,Fabales,Fabaceae,Piptadenia,stipulacea,6.5,67.94,14.9,5.1,15.9,1.7,4.4,3.4,11.5,compound,NA,Piptadenia_stipulacea,NA,10.5,10.5,
218,Fabales,Fabaceae,Psorothamnus,arborescens,1.19,32.08,8,1.6,2.9,0.6,1.2,1,1.7,compound,NA,Psorothamnus_arborescens,NA,2.25,2.25,
219,Fabales,Fabaceae,Stryphnodendron,adstringens,4.13,122.84,21.93,24.8,34.8,4.5,5.8,20.3,29,compound,NA,Stryphnodendron_adstringens,NA,29.8,29.8,
220,Fabales,Fabaceae,Stylosanthes,viscosa,0.93,22.15,11.15,0.7,1.5,0.2,0.5,0.5,1,compound,NA,Stylosanthes_viscosa,NA,1.1,1.1,
221,Fabales,Fabaceae,Syrmatium,glabrum,1.57,27.37,13.65,1.2,3,0.2,0.6,1,2.4,compound,NA,Syrmatium_glabrum,NA,2.1,2.1,
222,Fabales,Fabaceae,Ulex,gallii,1.6,36.16,9.81,0.5,3,NA,NA,NA,NA,compound,NA,Ulex_gallii,NA,1.75,NA,
223,Fabales,Fabaceae,Vatairea,lundellii,32.5,170,37.02,14,46,NA,NA,NA,NA,compound,NA,Vatairea_lundellii,NA,30,NA,
224,Fabales,Polygalaceae,Comesperma,ericinum,1.17,20.05,12.36,NA,NA,0.4,0.6,0.5,2.5,simple,NA,Comesperma_ericinum,NA,NA,2,
225,Fagales,Betulaceae,Alnus,glutinosa,12.04,53.27,9.13,NA,NA,11,32,4,12,simple,NA,Alnus_glutinosa,NA,NA,29.5,
226,Fagales,Betulaceae,Betula,lenta,18.07,90.43,11.86,NA,NA,0.635,2.54,5,15.24,simple,NA,Betula_lenta,NA,NA,11.7075,
227,Fagales,Betulaceae,Betula,pubescens,7.07,55.53,11.97,NA,NA,0.84,1.9,3.81,6.35,simple,NA,Betula_pubescens,NA,NA,6.45,
228,Fagales,Betulaceae,Carpinus,caroliniana,7.5,48.12,12.52,3,13,0.635,1.27,5.04,10.16,simple,NA,Carpinus_caroliniana,NA,8,8.5525,
229,Fagales,Betulaceae,Corylus,avellana,3.2,35.57,10.01,NA,NA,0.635,1.27,5.08,10.16,simple,NA,Corylus_avellana,NA,NA,8.5725,
230,Fagales,Betulaceae,Ostrya,virginiana,7.21,47.36,10.32,4.5,14,NA,0.6,8,10,simple,NA,Ostrya_virginiana,NA,9.25,NA,
231,Fagales,Casuarinaceae,Casuarina,equisetifolia,14.7,92.08,9.62,0.5,0.8,NA,NA,NA,NA,simple,NA,Casuarina_equisetifolia,NA,0.65,NA,
232,Fagales,Fagaceae,Castanea,sativa,6.75,84.62,15.95,14,22.5,1.27,2.54,12.7,22.86,simple,NA,Castanea_sativa,NA,18.25,19.685,
233,Fagales,Fagaceae,Fagus,sylvatica,11.57,49,9.26,NA,NA,0.3,1,4,10,simple,NA,Fagus_sylvatica,NA,NA,7.65,
234,Fagales,Fagaceae,Quercus,alba,23.58,104.79,20.34,NA,NA,0.6,2.5,12.5,21,simple,NA,Quercus_alba,NA,NA,18.3,
235,Fagales,Fagaceae,Quercus,berberidifolia,3.81,88,17.98,NA,NA,0.2,0.4,1.5,3,simple,NA,Quercus_berberidifolia,NA,NA,2.55,
236,Fagales,Fagaceae,Quercus,chrysolepis,2.79,58.88,9.43,NA,NA,0.3,1.4,2,7,simple,NA,Quercus_chrysolepis,NA,NA,5.35,
237,Fagales,Fagaceae,Quercus,cornelius-mulleri,2.43,56.89,12.02,NA,NA,0.2,0.5,1.5,3.5,simple,NA,Quercus_cornelius-mulleri,NA,NA,2.85,
238,Fagales,Fagaceae,Quercus,peninsularis,1.51,37.23,13.68,NA,NA,0.55,0.7,5.04,5.4,simple,NA,Quercus_peninsularis,NA,NA,5.845,
239,Fagales,Fagaceae,Quercus,pyrenaica,6.23,102.36,13.15,NA,NA,0.63,1.9,7.62,22.86,simple,NA,Quercus_pyrenaica,NA,NA,16.505,
240,Fagales,Fagaceae,Quercus,robur,16.67,106.54,17,NA,NA,0.3,0.6,7,15,simple,NA,Quercus_robur,NA,NA,11.45,
241,Fagales,Fagaceae,Quercus,rubra,26.19,136.15,15.69,NA,NA,1.8,5.8,11.5,20,simple,NA,Quercus_rubra,NA,NA,19.55,
242,Fagales,Juglandaceae,Carya,ovata,28.46,117.13,9.58,NA,NA,5.5,8.43,16,31.28,compound,NA,Carya_ovata,NA,NA,30.605,
243,Fagales,Myricaceae,Comptonia,peregrina,0.7,22.91,10.86,NA,NA,0.32,0.63,3,15.5,simple,NA,Comptonia_peregrina,NA,NA,9.725,
244,Fagales,Nothofagaceae,Nothofagus,antarctica,7.73,39.62,8.86,NA,NA,0.21,0.42,1.27,2.54,simple,NA,Nothofagus_antarctica,NA,NA,2.22,
245,Fagales,Nothofagaceae,Nothofagus,cunninghamii,3.63,43.5,8.45,NA,NA,0.145,0.275,1.19,1.87,simple,NA,Nothofagus_cunninghamii,NA,NA,1.74,
246,Fagales,Nothofagaceae,Nothofagus,dombeyi,4.63,33.69,8.62,NA,NA,NA,0.21,1.9,3.81,simple,3.06,Nothofagus_dombeyi,3.06,NA,NA,Subsésil
247,Fagales,Nothofagaceae,Nothofagus,gunnii,6.29,35.7,8.02,NA,NA,0,0.3,1,2,simple,NA,Nothofagus_gunnii,NA,NA,1.65,
248,Fagales,Nothofagaceae,Nothofagus,pumilio,3.03,35.24,6.9,NA,NA,0.32,0.63,1.9,3.17,simple,NA,Nothofagus_pumilio,NA,NA,3.01,
249,Garryales,Garryaceae,Aucuba,japonica,0.57,22.64,11.96,NA,NA,1.27,5.08,8,20,simple,NA,Aucuba_japonica,NA,NA,17.175,
250,Garryales,Garryaceae,Garrya,grisea,1.28,20.27,8.65,NA,NA,0.32,0.54,2.98,3.43,simple,NA,Garrya_grisea,NA,NA,3.635,
251,Garryales,Garryaceae,Garrya,laurifolia,8.8,55.86,19.36,NA,NA,1,2.5,5,16,simple,NA,Garrya_laurifolia,NA,NA,12.25,
252,Gentianales,Apocynaceae,Allamanda,blanchetii,3.16,51.41,16.42,NA,NA,NA,NA,4.37,7.07,simple,5.72,Allamanda_blanchetii,5.72,NA,NA,Sésil
253,Gentianales,Apocynaceae,Alyxia,leucogyne,3.73,53.16,13.11,NA,NA,2,2.5,7,9,simple,NA,Alyxia_leucogyne,NA,NA,10.25,
254,Gentianales,Apocynaceae,Araujia,sericifera,8.68,78.6,39.12,NA,NA,1.4,2.5,6,8.5,simple,NA,Araujia_sericifera,NA,NA,9.2,
255,Gentianales,Apocynaceae,Asclepias,subulata,0.76,19.97,10.49,2,8,NA,NA,NA,NA,simple,NA,Asclepias_subulata,NA,5,NA,
256,Gentianales,Apocynaceae,Aspidosperma,pyrifolium,6.53,40.05,11.75,NA,NA,11.4,1.87,5.02,6.67,simple,NA,Aspidosperma_pyrifolium,NA,NA,12.48,
257,Gentianales,Apocynaceae,Cascabela,ovata,8.45,49,12.78,NA,NA,0.5,1.5,5.5,18.5,simple,NA,Cascabela_ovata,NA,NA,13,
258,Gentianales,Apocynaceae,Cerberiopsis,candelabra,7.98,69.25,18.35,NA,NA,3.5,4.8,35,40,simple,NA,Cerberiopsis_candelabra,NA,NA,41.65,
259,Gentianales,Apocynaceae,Forsteronia,acouci,20.2,135.68,26.96,3.5,12,0.3,0.7,8,14.4,simple,NA,Forsteronia_acouci,NA,7.75,11.7,
260,Gentianales,Apocynaceae,Plumeria,rubra,3.25,61.82,18.5,NA,NA,1,3,9.4,34,simple,NA,Plumeria_rubra,NA,NA,23.7,
261,Gentianales,Apocynaceae,Tonduzia,longifolia,4.44,25.77,17.82,NA,NA,0.5,1.5,3.5,20,simple,NA,Tonduzia_longifolia,NA,NA,12.75,
262,Gentianales,Apocynaceae,Vallesia,glabra,3.46,44.43,10.91,NA,NA,0.5,1,3,9,simple,NA,Vallesia_glabra,NA,NA,6.75,
263,Gentianales,Rubiaceae,Coprosma,nitida,1.91,28.77,6.44,NA,NA,0.05,0.08,0.58,0.85,simple,NA,Coprosma_nitida,NA,NA,0.78,
264,Gentianales,Rubiaceae,Morinda,jasminoides,5.97,99.27,30.9,NA,NA,0.39,0.52,3.66,5.37,simple,NA,Morinda_jasminoides,NA,NA,4.97,
265,Gentianales,Rubiaceae,Pomax,umbellata,0.21,19.6,5.58,NA,NA,0.1,0.9,0.4,3,simple,NA,Pomax_umbellata,NA,NA,2.2,
266,Gentianales,Rubiaceae,Psychotria,rupicola,0.72,27.98,9.44,NA,NA,0.4,0.93,5,7.77,simple,NA,Psychotria_rupicola,NA,NA,7.05,
267,Gentianales,Rubiaceae,Randia,capitata,2.64,28.39,13.54,NA,NA,0.3,1.2,2,7,simple,NA,Randia_capitata,NA,NA,5.25,
268,Gentianales,Rubiaceae,Thiollierea,macrophylla,1.64,30.96,13.31,NA,NA,3.22,4.75,14.21,17.3,simple,NA,Thiollierea_macrophylla,NA,NA,19.74,
269,Geraniales,Geraniaceae,Pelargonium,hortorum,0.99,39.3,19.43,NA,NA,4,18,3.5,11,simple,NA,Pelargonium_hortorum,NA,NA,18.25,
270,Geraniales,Melianthaceae,Melianthus,major,1.67,32.87,23.39,NA,NA,NA,8.6,29.36,45,compound,45.78,Melianthus_major,45.78,NA,NA,
271,Huerteales,Dipentodontaceae,Perrottetia,longistylis,17,53.35,22.78,NA,NA,0.7,0.9,7,20,simple,NA,Perrottetia_longistylis,NA,NA,14.3,
272,Huerteales,Dipentodontaceae,Perrottetia,ovata,7,43.26,22.3,NA,NA,0.57,0.78,9.56,11.04,simple,NA,Perrottetia_ovata,NA,NA,10.975,
273,Huerteales,Huerteaceae,Huertea,cubensis,10.9,74.01,7.06,NA,NA,6.68,9.28,23.43,30.95,compound,NA,Huertea_cubensis,NA,NA,35.17,
274,Huerteales,Petenaeaceae,Petenaea,cordata,9.3,92.28,14.23,NA,NA,0.5,1.1,8.5,15.5,simple,NA,Petenaea_cordata,NA,NA,12.8,
275,Icacinales,Oncothecaceae,Oncotheca,humboldtiana,7.72,64.79,15.14,9,18,NA,NA,NA,NA,simple,NA,Oncotheca_humboldtiana,NA,13.5,NA,
276,Lamiales,Acanthaceae,Ruellia,californica,0.82,21.64,6.69,1,8.2,NA,NA,NA,NA,simple,NA,Ruellia_californica,NA,4.6,NA,
277,Lamiales,Bignoniaceae,Amphilophium,crucigerum,24,83.77,39.11,11.89,17.21,NA,NA,NA,NA,compound,NA,Amphilophium_crucigerum,NA,14.55,NA,
278,Lamiales,Bignoniaceae,Callichlamys,latifolia,37.75,155.03,43.49,16.52,26.31,NA,NA,NA,NA,compound,NA,Callichlamys_latifolia,NA,21.415,NA,
279,Lamiales,Bignoniaceae,Chilopsis,linearis,4.93,109.47,24.5,5.5,9,NA,NA,NA,NA,simple,NA,Chilopsis_linearis,NA,7.25,NA,
280,Lamiales,Bignoniaceae,Fridericia,patellifera,11.2,91.36,26.64,4.7,14.5,NA,NA,NA,NA,compound,NA,Fridericia_patellifera,NA,9.6,NA,
281,Lamiales,Bignoniaceae,Fridericia,schumanniana,32.72,166.84,35.66,14.43,21,NA,NA,NA,NA,compound,NA,Fridericia_schumanniana,NA,17.715,NA,
282,Lamiales,Bignoniaceae,Handroanthus,impetiginosus,12.63,76.04,19.38,20.82,41.15,NA,NA,NA,NA,compound,NA,Handroanthus_impetiginosus,NA,30.985,NA,
