"","order","family","genus","species","stem.length.m","VD.base.um","VD.tip.um","min.length.leaf","max.length.leaf","min.length.petiole","max.length.petiole","min.length.blade","max.length.blade","leaf.type","long.hoja","long.hoja.mean","long.lam.pet.mean","long.hoja.concenso"
"428","Oxalidales","Cunoniaceae","Ceratopetalum","Ceratopetalum_gummiferum",12,55.33,10.35,NA,NA,1.23,3.85,3.28,7.95,"compound",NA,NA,8.155,8.155
"429","Oxalidales","Cunoniaceae","Codia","Codia_spatulata",1.45,65.6,18.91,NA,NA,1,2,3,10.5,"simple",NA,NA,8.25,8.25
"430","Oxalidales","Cunoniaceae","Eucryphia","Eucryphia_moorei",12.05,37.85,12.76,NA,NA,1,3,5,15,"compound",NA,NA,12,12
"431","Oxalidales","Cunoniaceae","Geissois","Geissois_pruinosa",6.24,65.79,15.67,NA,NA,3.9,11.3,7.47,22.6,"compound",NA,NA,22.635,22.635
"432","Oxalidales","Cunoniaceae","Pancheria","Pancheria_hirsuta",3.89,40.15,12.64,NA,NA,0.47,2.44,5.32,8.14,"compound",NA,NA,8.185,8.185
"433","Oxalidales","Elaeocarpaceae","Dubouzetia","Dubouzetia_campanulata",4.93,48.28,10.66,NA,NA,0.5,1.5,5,12,"simple",NA,NA,9.5,9.5
"434","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus_angustifolius",25.4,151.76,26.21,NA,NA,1,1.5,9,14,"simple",NA,NA,12.75,12.75
"435","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus_reticulatus",9.75,53.25,18.11,NA,NA,0.5,2,5,13,"compound",NA,NA,10.25,10.25
"436","Oxalidales","Elaeocarpaceae","Tetratheca","Tetratheca_rubioides",0.22,11.15,8.17,0.3,1.5,NA,NA,NA,NA,"simple",NA,0.9,NA,0.9
"437","Pandanales","Pandanaceae","Pandanus","Pandanus_tectorius",8.9,93.07,12.09,NA,180,NA,NA,NA,NA,"simple",180,NA,NA,180
"438","Paracryphiales","Paracryphiaceae","Paracryphia","Paracryphia_alticola",4.19,42.96,12.54,NA,NA,2.5,4,5,13,"simple",NA,NA,12.25,12.25
"439","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_major",3.85,55.54,15.83,NA,NA,2.2,3.74,11,15.5,"simple",NA,NA,16.22,16.22
"440","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_oreophila",2,30.46,12.86,NA,NA,0.33,0.8,1.87,3.8,"simple",NA,NA,3.4,3.4
"441","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_sieberi",13,75.61,14.86,NA,NA,1.15,2.18,6.85,11.59,"simple",NA,NA,10.885,10.885
"442","Paracryphiales","Paracryphiaceae","Quintinia","Quintinia_verdonii",11.57,61.65,21.25,NA,NA,1,2.5,5,15,"simple",NA,NA,11.75,11.75
"443","Picramniales","Picramniaceae","Alvaradoa","Alvaradoa_amorphoides",6.23,62.46,23.3,NA,NA,1.7,3,12.5,21,"compound",NA,NA,19.1,19.1
"444","Picramniales","Picramniaceae","Picramnia","Picramnia_antidesma",5.8,35.57,20.89,NA,NA,1,5,6.5,18,"compound",NA,NA,15.25,15.25
"445","Piperales","Aristolochiaceae","Aristolochia","Aristolochia_emiliae",0.15,20.26,12.83,NA,NA,0.4,0.9,5,8.5,"simple",NA,NA,7.4,7.4
"446","Piperales","Aristolochiaceae","Aristolochia","Aristolochia_taliscana",4.44,78.05,25.94,2.5,7,NA,NA,NA,NA,"simple",NA,4.75,NA,4.75
"447","Piperales","Piperaceae","Piper","Piper_amalago",7.5,66.73,20.65,NA,NA,0.6,1.5,7.5,12,"simple",NA,NA,10.8,10.8
"448","Piperales","Piperaceae","Piper","Piper_novae_hollandiae",21.65,193.6,19.4,NA,NA,0.6,3,4,12,"simple",NA,NA,9.8,9.8
"449","Poales","Flagellariaceae","Flagellaria","Flagellaria_neocaledonica",2.97,103.68,27.76,22,54,NA,NA,NA,NA,"simple",NA,38,NA,38
"450","Poales","Poaceae","Panicum","Panicum_clandestinum",1.04,36.78,22.02,10,25,NA,NA,NA,NA,"simple",NA,17.5,NA,17.5
"451","Poales","Restionaceae","Baloskion","Baloskion_tetraphyllum",1.24,33.46,17.84,NA,NA,NA,NA,1.44,3.32,"simple",2.38,NA,NA,2.38
"452","Proteales","Proteaceae","Bellendena","Bellendena_montana",0.5,24.52,7.84,1,6,NA,NA,NA,NA,"simple",NA,3.5,NA,3.5
"453","Proteales","Proteaceae","Embothrium","Embothrium_coccineum",1.34,30.86,8.17,4,8,NA,NA,NA,NA,"simple",NA,6,NA,6
"454","Proteales","Proteaceae","Grevillea","Grevillea_exul",3.11,78.35,18.73,NA,NA,0.9,2.1,6.6,9.6,"simple",NA,NA,9.6,9.6
"455","Proteales","Proteaceae","Lambertia","Lambertia_formosa",2.8,34.44,12.06,3,8,NA,NA,NA,NA,"simple",NA,5.5,NA,5.5
"456","Proteales","Proteaceae","Orites","Orites_diversifolius",1.99,34.81,8.11,NA,NA,0.2,0.3,2,12,"simple",NA,NA,7.25,7.25
"457","Proteales","Proteaceae","Persoonia","Persoonia_falcata",5,102.98,16.58,8,35,NA,NA,NA,NA,"simple",NA,21.5,NA,21.5
"458","Proteales","Proteaceae","Roupala","Roupala_montana",5.63,89.07,15.11,NA,NA,3,5,5,12,"simple",NA,NA,12.5,12.5
"459","Proteales","Proteaceae","Stenocarpus","Stenocarpus_umbellifer",1.43,63.55,17.06,NA,NA,0.3,0.76,2.57,4.91,"simple",NA,NA,4.27,4.27
"460","Proteales","Proteaceae","Symphionema","Symphionema_montanum",0.56,16.71,12.12,1.66,4.08,NA,NA,NA,NA,"simple",NA,2.87,NA,2.87
"461","Proteales","Proteaceae","Telopea","Telopea_truncata",2.09,33.46,15.44,3,14,NA,NA,NA,NA,"simple",NA,8.5,NA,8.5
"462","Ranunculales","Berberidaceae","Berberis","Berberis_aquifolium",3.76,25.16,11.66,NA,NA,1,6,5.1,8.7,"compound",NA,NA,10.4,10.4
"463","Ranunculales","Berberidaceae","Berberis","Berberis_darwinii",0.95,17.29,8.78,NA,NA,0.1,0.3,1.7,3,"simple",NA,NA,2.55,2.55
"464","Ranunculales","Berberidaceae","Berberis","Berberis_empetrifolia",0.67,18.87,8.52,NA,NA,0.1,0.25,0.5,1.8,"simple",NA,NA,1.325,1.325
"465","Ranunculales","Berberidaceae","Berberis","Berberis_microphylla",0.79,18.38,7.8,NA,NA,0.2,0.8,2,6,"simple",NA,NA,4.5,4.5
"466","Ranunculales","Berberidaceae","Berberis","Berberis_serratodentata",0.82,17.2,8.68,NA,NA,0.6,0.7,2.3,9.3,"simple",NA,NA,6.45,6.45
"467","Ranunculales","Berberidaceae","Nandina","Nandina_domestica",0.62,13.75,9.11,30,50,0.97,2.01,NA,NA,"compound",NA,40,NA,40
"468","Ranunculales","Menispermaceae","Hyperbaena","Hyperbaena_ilicifolia",3.48,88.24,20.54,NA,NA,NA,NA,NA,NA,"simple",9,NA,NA,9
"469","Ranunculales","Menispermaceae","Stephania","Stephania_japonica",6.23,105.08,31.23,NA,NA,3,12,5,12,"simple",NA,NA,16,16
"470","Ranunculales","Papaveraceae","Bocconia","Bocconia_arborea",8.22,148.79,27.83,15,25,0.94,1.92,NA,NA,"simple",NA,20,NA,20
"471","Ranunculales","Ranunculaceae","Clematis","Clematis_glycinoides",8.86,70.2,34.26,NA,NA,2,8,2.5,13,"compound",NA,NA,12.75,12.75
"472","Ranunculales","Ranunculaceae","Clematis","Clematis_vitalba",4.17,73.77,15.8,NA,NA,1.07,5.26,9,13.2,"compound",NA,NA,14.265,14.265
"473","Rosales","Moraceae","Ficus","Ficus_insipida",21,218.76,44.32,10,25,3,8,NA,NA,"simple",NA,17.5,NA,17.5
"474","Rosales","Moraceae","Pseudolmedia","Pseudolmedia_glabrata",17,109.67,31.44,6,22,NA,NA,NA,NA,"simple",NA,14,NA,14
"475","Rosales","Rhamnaceae","Alphitonia","Alphitonia_neocaledonica",5.37,76.43,12.14,NA,NA,1,3,NA,NA,"simple",9.94,NA,NA,9.94
"476","Rosales","Rhamnaceae","Ceanothus","Ceanothus_cordulatus",2.08,19,8.86,NA,NA,0.2,0.8,1,3,"simple",NA,NA,2.5,2.5
"477","Rosales","Rhamnaceae","Ceanothus","Ceanothus_cuneatus",4.37,29.11,7.92,NA,NA,0.1,0.3,0.4,2.2,"simple",NA,NA,1.5,1.5
"478","Rosales","Rhamnaceae","Ceanothus","Ceanothus_leucodermis",1.42,24.9,10.92,NA,NA,0.3,0.7,0.5,3,"simple",NA,NA,2.25,2.25
"479","Rosales","Rhamnaceae","Ceanothus","Ceanothus_spinosus",7.08,32.27,10.45,NA,NA,0.4,0.7,1.1,3.5,"simple",NA,NA,2.85,2.85
"480","Rosales","Rhamnaceae","Colubrina","Colubrina_viridis",3.38,42.68,9.23,NA,NA,0.1,1.6,0.6,4.2,"simple",NA,NA,3.25,3.25
"481","Rosales","Rhamnaceae","Frangula","Frangula_californica",2.06,30.89,10.51,NA,NA,0.3,1,NA,NA,"simple",5.72,NA,NA,5.72
"482","Rosales","Rhamnaceae","Ochetophila","Ochetophila_nana",1.65,32.9,8.01,NA,NA,NA,NA,NA,NA,"simple",0.76,NA,NA,0.76
"483","Rosales","Rhamnaceae","Pomaderris","Pomaderris_ledifolia",2.9,40.04,12.43,NA,NA,0.1,0.25,0.2,1,"simple",NA,NA,0.775,0.775
"484","Rosales","Rhamnaceae","Rhamnus","Rhamnus_alpina",2.49,30.17,11.28,NA,NA,1,1.5,2,13,"simple",NA,NA,8.75,8.75
"485","Rosales","Rhamnaceae","Ziziphus","Ziziphus_joazeiro",9.7,84.44,14.06,5,10,0,0.7,NA,NA,"simple",NA,7.5,NA,7.5
"486","Rosales","Rhamnaceae","Ziziphus","Ziziphus_parryi",3.41,51.75,14.77,NA,NA,0.1,0.3,NA,NA,"simple",1.94,NA,NA,1.94
"487","Rosales","Rosaceae","Adenostoma","Adenostoma_fasciculatum",2.34,19.74,8.45,0.3,1,NA,NA,NA,NA,"simple",NA,0.65,NA,0.65
"488","Rosales","Rosaceae","Amelanchier","Amelanchier_ovalis",1.31,21.15,10.9,NA,NA,0.5,1.6,1.3,4.6,"simple",NA,NA,4,4
"489","Rosales","Rosaceae","Cercocarpus","Cercocarpus_montanus_var_glaber",2.62,29.22,10.31,NA,NA,0.19,0.9,1.2,5,"simple",NA,NA,3.645,3.645
"490","Rosales","Rosaceae","Crataegus","Crataegus_monogyna",5.1,28.65,8.91,NA,NA,0.1,3,1,3,"simple",NA,NA,3.55,3.55
"491","Rosales","Rosaceae","Heteromeles","Heteromeles_arbutifolia",5.36,28.22,11.47,NA,NA,1,2,NA,NA,"simple",10.01,NA,NA,10.01
"492","Rosales","Rosaceae","Holodiscus","Holodiscus_dumosus",1.9,25.48,10.7,1,4,0,0.6,NA,NA,"simple",NA,2.5,NA,2.5
"493","Rosales","Rosaceae","Polylepis","Polylepis_besseri",5.3,54.08,12.82,1.8,7.9,1.31,1.95,NA,NA,"compound",NA,4.85,NA,4.85
"494","Rosales","Rosaceae","Polylepis","Polylepis_tarapacana",3.79,32.81,5.21,1.9,2.4,0.6,1.33,NA,NA,"compound",NA,2.15,NA,2.15
"495","Rosales","Rosaceae","Prunus","Prunus_avium",8.9,47.65,12.67,NA,NA,2,4,7,14,"simple",NA,NA,13.5,13.5
"496","Rosales","Rosaceae","Prunus","Prunus_fasciculata",1.97,21.41,10.27,0.5,2,NA,NA,NA,NA,"simple",NA,1.25,NA,1.25
"497","Rosales","Rosaceae","Prunus","Prunus_serotina",28.93,60.83,10.9,NA,NA,0.4,2.2,2.5,9,"simple",NA,NA,7.05,7.05
"498","Rosales","Rosaceae","Rosa","Rosa_californica",2.03,26.31,9.81,4,14,1.3,3.04,NA,NA,"compound",NA,9,NA,9
"499","Rosales","Rosaceae","Rosa","Rosa_canina",1.92,31.06,14.23,6,11,1.51,2.78,NA,NA,"compound",NA,8.5,NA,8.5
"500","Rosales","Rosaceae","Rosa","Rosa_glauca",1.98,28.77,18.16,6,10.5,NA,NA,NA,NA,"compound",NA,8.25,NA,8.25
"501","Rosales","Rosaceae","Rosa","Rosa_pendulina",0.5,23.48,10.78,5.08,15.24,2,5.3,3.4,11.5,"compound",NA,10.16,11.1,11.1
"502","Rosales","Rosaceae","Rubus","Rubus_fruticosus",3.75,55.07,19.93,6.7,12.8,1.6,4.8,2.2,6.2,"compound",NA,9.75,7.4,7.4
"503","Rosales","Rosaceae","Rubus","Rubus_idaeus",0.7,35.23,13.77,7,12.6,3,6,5.7,10.6,"compound",NA,9.8,12.65,12.65
"504","Rosales","Rosaceae","Sorbus","Sorbus_aria",7.5,40.9,7.76,5.08,20.32,1.27,2.54,6.5,7.2,"simple",NA,12.7,8.755,8.755
"505","Rosales","Rosaceae","Sorbus","Sorbus_aucuparia",4.1,32.57,11.98,12.7,22.86,2.3,2.6,9.7,12.6,"compound",NA,17.78,13.6,13.6
"506","Rosales","Rosaceae","Sorbus","Sorbus_chamaemespilus",4.07,39.49,10.68,3.175,9,0.2,0.6,NA,NA,"simple",NA,6.0875,NA,6.0875
"507","Rosales","Rosaceae","Spiraea","Spiraea_tomentosa",1.12,16.54,10.21,NA,NA,0.2,0.3,3,6,"simple",NA,NA,4.75,4.75
"508","Rosales","Ulmaceae","Celtis","Celtis_iguanaea",22.26,138.22,28.19,3,13,0.5,1,NA,NA,"simple",NA,8,NA,8
"509","Rosales","Ulmaceae","Ulmus","Ulmus_glabra",16.5,75.91,14.43,NA,NA,0.2,0.7,7,14,"simple",NA,NA,10.95,10.95
"510","Rosales","Ulmaceae","Ulmus","Ulmus_mexicana",27.5,95,17.36,4,16,0.4,1,NA,NA,"simple",NA,10,NA,10
"511","Rosales","Urticaceae","Cecropia","Cecropia_obtusifolia",22.4,189.15,45.58,NA,NA,20,80,30,90,"simple",NA,NA,110,110
"512","Rosales","Urticaceae","Dendrocnide","Dendrocnide_excelsa",22,198.72,44.81,15,40,5,15,NA,NA,"simple",NA,27.5,NA,27.5
"513","Rosales","Urticaceae","Myriocarpa","Myriocarpa_longipes",7.42,83.94,41.79,22,78.2,4,18.5,NA,NA,"simple",NA,50.1,NA,50.1
"514","Rosales","Zygophyllaceae","Krameria","Krameria_lappacea",0.6,26.89,12.47,0.6,1.5,NA,NA,0.6,1.5,"simple",NA,1.05,NA,1.05
"515","Sabiales","Sabiaceae","Meliosma","Meliosma_dentata",7.8,78.45,21.01,4,19,0.3,1.4,NA,NA,"simple",NA,11.5,NA,11.5
"516","Sabiales","Sabiaceae","Meliosma","Meliosma_occidentalis",26.67,121,37.58,6,26,1,3.5,NA,NA,"simple",NA,16,NA,16
"517","Santalales","Loranthaceae","Amyema","Amyema_pendula",1.02,30.34,16.18,10,44,1,4,NA,NA,"simple",NA,27,NA,27
"518","Santalales","Loranthaceae","Atkinsonia","Atkinsonia_ligustrina",1.57,50.67,15.71,2,5,0,0.2,NA,NA,"simple",NA,3.5,NA,3.5
"519","Santalales","Loranthaceae","Nuytsia","Nuytsia_floribunda",7.53,87.54,16.17,2.5,10,NA,NA,NA,NA,"simple",NA,6.25,NA,6.25
"520","Santalales","Olacaceae","Ximenia","Ximenia_americana",5.09,56.58,14.26,3,11,0.5,0.7,NA,NA,"simple",NA,7,NA,7
"521","Santalales","Opiliaceae","Agonandra","Agonandra_racemosa",2.74,53.19,29.9,NA,NA,0.4,0.9,4,7.5,"simple",NA,NA,6.4,6.4
"522","Santalales","Santalaceae","Exocarpos","Exocarpos_neocaledonicus",1.62,34.48,14.52,3.4,5,NA,NA,3.4,5,"simple",NA,4.2,NA,4.2
"523","Santalales","Santalaceae","Myoschilos","Myoschilos_oblongum",0.74,23.65,9.67,1,3,0.03,0.1,1,1.7,"simple",NA,2,1.415,1.415
"524","Santalales","Santalaceae","Phoradendron","Phoradendron_villosum",0.68,26,13.82,NA,NA,NA,NA,1.3,4.5,"simple",2.9,NA,NA,2.9
"525","Sapindales","Anacardiaceae","Cyrtocarpa","Cyrtocarpa_edulis",5.18,83.45,15.84,6.8,9.9,1.3,3.3,4.1,7.7,"compound",NA,8.35,8.2,8.2
"526","Sapindales","Anacardiaceae","Lithraea","Lithraea_molleoides",5.44,52.99,12.18,8,14,1.5,3.5,NA,NA,"compound",11,11,NA,11
"527","Sapindales","Anacardiaceae","Malosma","Malosma_laurina",6.73,59.15,17.39,7,10,1,3,NA,NA,"simple",NA,8.5,NA,8.5
"528","Sapindales","Anacardiaceae","Myracrodruon","Myracrodruon_urundeuva",8.93,93.93,13.45,10,30,2,6,8,24,"compound",NA,20,20,20
"529","Sapindales","Anacardiaceae","Rhus","Rhus_ovata",1.96,43.27,12.04,5.08,7.62,0.84668,1.69336,NA,NA,"simple",NA,6.35,NA,6.35
"530","Sapindales","Anacardiaceae","Schinopsis","Schinopsis_brasiliensis",12.07,86.22,14.75,5,15,1,3,2,14,"compound",NA,10,10,10
"531","Sapindales","Anacardiaceae","Spondias","Spondias_tuberosa",6.87,112.11,20.06,6,17,1.7,5,NA,NA,"compound",NA,11.5,NA,11.5
"532","Sapindales","Burseraceae","Bursera","Bursera_cerasifolia",5.22,75.81,13.52,4,6,NA,NA,NA,NA,"simple",NA,5,NA,5
"533","Sapindales","Burseraceae","Bursera","Bursera_fagaroides",2.9,77.76,12.73,NA,NA,0.5,2,0.8,3,"compound",NA,NA,3.15,3.15
"534","Sapindales","Burseraceae","Bursera","Bursera_filicifolia",5.22,83.98,17.52,2,4,NA,NA,NA,NA,"compound",NA,3,NA,3
"535","Sapindales","Burseraceae","Bursera","Bursera_microphylla",4.6,82.72,11.44,0.9,2.5,0.2,0.6,0.2,0.4,"compound",NA,1.7,0.7,0.7
"536","Sapindales","Burseraceae","Commiphora","Commiphora_leptophloeos ",6.13,105.91,19.93,2.9,8.2,1.4,7.5,3.3,6,"compound",NA,5.55,9.1,9.1
"537","Sapindales","Rutaceae","Boronia","Boronia_pinnata",1.64,21.88,11.84,1.7,7.5,0.6,1.4,0.5,2.5,"compound",NA,4.6,2.5,2.5
"538","Sapindales","Rutaceae","Brombya","Brombya_platynema",8.49,60.66,19.87,NA,NA,1.27,2.54,8,21,"simple",16.4,NA,16.405,16.405
"539","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum_caribaeum",14.11,109.15,24.55,15,27,NA,NA,NA,NA,"compound",NA,21,NA,21
"540","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum_rhoifolium",4.32,47.06,22.98,7.5,46,NA,NA,NA,NA,"compound",NA,26.75,NA,26.75
"541","Sapindales","Sapindaceae","Acer","Acer_campestre",10,41.89,11.75,NA,NA,1.625,4.877,3.397,7.281,"simple",NA,NA,8.59,8.59
"542","Sapindales","Sapindaceae","Acer","Acer_pensylvanicum",2.62,35.54,12.62,NA,NA,2.67,5.91,6.76,14,"simple",NA,NA,14.67,14.67
"543","Sapindales","Sapindaceae","Acer","Acer_pseudoplatanus",5.03,56.68,19.21,NA,NA,3.369,7.478,6.76,9.473,"simple",NA,NA,13.54,13.54
"544","Sapindales","Sapindaceae","Acer","Acer_rubrum",20.38,53.35,12.11,NA,NA,6.84,10.75,1.9,6.3,"simple",NA,NA,12.895,12.895
"545","Sapindales","Sapindaceae","Cardiospermum","Cardiospermum_grandiflorum",17.07,121.69,29.27,NA,NA,1.7,7.1,5.53,11.6,"compound",NA,NA,12.965,12.965
"546","Sapindales","Sapindaceae","Cardiospermum","Cardiospermum_halicababum",12.48,51.56,16.93,NA,NA,0.4,6,5,10,"compound",NA,NA,10.7,10.7
"547","Sapindales","Sapindaceae","Distichostemon","Distichostemon_hispidulus",0.2,23.33,15.26,NA,NA,0.2,1.4,1.5,9,"simple",NA,NA,6.05,6.05
"548","Sapindales","Sapindaceae","Paullinia","Paullinia_sessiliflora",13.61,82.53,23.9,NA,NA,3.04,8.9,9.05,16.6,"compound",NA,NA,18.795,18.795
"549","Sapindales","Sapindaceae","Thouinidium","Thouinidium_decandrum",16.05,84.62,22.42,NA,NA,2.3,3.7,10.1,22.5,"compound",NA,NA,19.3,19.3
"550","Sapindales","Simaroubaceae","Castela","Castela_peninsularis",1.72,42.81,9.43,NA,NA,0.1,0.4,1.27,1.54,"simple",NA,NA,1.655,1.655
"551","Saxifragales","Altingiaceae","Liquidambar","Liquidambar_styraciflua",23.83,56.86,20.94,NA,NA,0.6,1,7,19,"simple",NA,NA,13.8,13.8
"552","Saxifragales","Aphanopetalaceae","Aphanopetalum","Aphanopetalum_resinosum",1.77,32.17,12.24,4,8,0.2,0.5,NA,NA,"simple",NA,6,NA,6
"553","Saxifragales","Grossulariaceae","Ribes","Ribes_cucullatum",0.84,24.6,9.56,2,3.7,0.4,1.4,1,1.8,"simple",NA,2.85,2.3,2.3
"554","Saxifragales","Grossulariaceae","Ribes","Ribes_magellanicum",1.5,28.13,12.03,2,6,0.7,1.1,1.4,2.1,"simple",NA,4,2.65,2.65
"555","Saxifragales","Haloragaceae","Gonocarpus","Gonocarpus_teucrioides",0.79,14.66,7.97,0.5,1.5,0.1,0.2,0.7,1.5,"simple",NA,1,1.25,1.25
"556","Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis_virginiana",6.72,31.79,11.39,9.7,31.7,6,15,3.7,16.7,"simple",NA,20.7,20.7,20.7
"557","Saxifragales","Hamamelidaceae","Noahdendron","Noahdendron_nicholasii",13.06,47.59,24.36,NA,NA,0.8,1.5,12,28,"simple",21.15,NA,21.15,21.15
"558","Saxifragales","Tetracarpaeaceae","Tetracarpaea","Tetracarpaea_tasmannica",0.48,14.1,6.88,0.9,3.2,0,0.2,NA,NA,"simple",NA,2.05,NA,2.05
"559","Solanales","Convolvulaceae","Convolvulus","Convolvulus_nodiflorus",1,38.47,19.43,3,9,NA,NA,NA,NA,"simple",NA,6,NA,6
"560","Solanales","Convolvulaceae","Decalobanthus","Decalobanthus_peltatus",55,303.71,37.2,10.5,49,3,24,7.5,25,"simple",29.75,29.75,29.75,29.75
"561","Solanales","Convolvulaceae","Ipomoea","Ipomoea_bracteata",10.1,156.47,27.92,NA,NA,0,4,1.5,9.5,"simple",NA,NA,7.5,7.5
"562","Solanales","Convolvulaceae","Ipomoea","Ipomoea_indica",7.25,163.88,35.81,4.5,23,1.5,6,3,17,"simple",13.75,13.75,13.75,13.75
"563","Solanales","Convolvulaceae","Ipomoea","Ipomoea_pes_caprae",11.64,142.21,15.43,5,27,2,17,3,10,"simple",16,16,16,16
"564","Solanales","Convolvulaceae","Ipomoea","Ipomoea_wolcottiana",14.2,144.2,48.52,3.2,11.5,1.7,7.16,NA,NA,"simple",NA,7.35,NA,7.35
"565","Solanales","Solanaceae","Athenaea","Athenaea_pogogena",1.58,35.29,13.12,NA,NA,1.61,4.23,NA,NA,"simple",11.86,NA,NA,11.86
"566","Solanales","Solanaceae","Solanum","Solanum_hindsianum",1.89,28.27,12.4,2,9,0,2.5,2,6.5,"simple",5.5,5.5,5.5,5.5
"567","Vitales","Vitaceae","Cissus","Cissus_gossypiifolia",38.7,234,54.45,6.5,23,1.5,9.5,5,13.5,"simple",14.75,14.75,14.75,14.75
"568","Vitales","Vitaceae","Cissus","Cissus_hypoglauca",18.77,154.56,32.26,NA,NA,1.6,4,3.5,14,"compound",NA,NA,11.55,11.55
"569","Vitales","Vitaceae","Cissus","Cissus_verticillata",23.87,253.03,45.27,3.5,21.5,1,6.5,2.5,15,"simple",12.5,12.5,12.5,12.5
"570","Vitales","Vitaceae","Leea","Leea_indica",1.68,48.04,32.15,14,30,2.91,14.1,NA,NA,"compound",NA,22,NA,22
"571","Zingiberales","Costaceae","Costus","Costus_scaber",1.13,75.92,43.09,10,32,NA,NA,10,32,"simple",21,21,NA,21
"572","Zingiberales","Strelitziaceae","Strelitzia","Strelitzia_nicolai",5.06,112.73,62.91,NA,304.8,NA,182.88,91.44,121.92,"simple",289.56,NA,NA,289.56
"573","Zygophyllales","Zygophyllaceae","Guaiacum","Guaiacum_coulteri",7.4,49.99,16.39,2.1,6.7,0.1,0.5,2,6.2,"compound",4.4,4.4,4.4,4.4
"574","Zygophyllales","Zygophyllaceae","Guaiacum","Guaiacum_unijugum",2.09,50.62,17.05,0.6,1.5,0.3,0.5,0.3,1,"compound",1.05,1.05,1.05,1.05
"575","Zygophyllales","Zygophyllaceae","Larrea","Larrea_tridentata",3.38,39.63,17.67,0.1,1.05,0,0.2,0.1,0.85,"compound",0.57,0.575,0.575,0.575
"576","Zygophyllales","Zygophyllaceae","Tribulus","Tribulus_terrestris",1.5,48.14,20.75,1.5,5,NA,NA,1.5,5,"compound",3.25,3.25,NA,3.25
